Publication Type,Authors,Book Authors,Book Editors,Book Group Authors,Author Full Names,Book Author Full Names,Group Authors,Article Title,Source Title,Book Series Title,Book Series Subtitle,Language,Document Type,Conference Title,Conference Date,Conference Location,Conference Sponsor,Conference Host,Author Keywords,Keywords Plus,Abstract,Addresses,Affiliations,Reprint Addresses,Email Addresses,Researcher Ids,ORCIDs,Funding Orgs,Funding Name Preferred,Funding Text,Cited References,Cited Reference Count,"Times Cited, WoS Core","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,Publisher,Publisher City,Publisher Address,ISSN,eISSN,ISBN,Journal Abbreviation,Journal ISO Abbreviation,Publication Date,Publication Year,Volume,Issue,Part Number,Supplement,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,DOI,DOI Link,Book DOI,Early Access Date,Number of Pages,WoS Categories,Web of Science Index,Research Areas,IDS Number,Pubmed Id,Open Access Designations,Highly Cited Status,Hot Paper Status,Date of Export,UT (Unique WOS ID),Web of Science Record,k,t,sample
J,"Willnat, L; Lee, WP; Detenber, BH",,,,"Willnat, L; Lee, WP; Detenber, BH",,,Individual-level predictors of public outspokenness: A test of the spiral of silence theory in Singapore,INTERNATIONAL JOURNAL OF PUBLIC OPINION RESEARCH,,,English,Article,,,,,,,POLITICAL OUTSPOKENNESS; COMMUNICATION; SELF; OPINION; COLLECTIVISM; CULTURE,"This study examines the influence of individual-level characteristics on the spiral of silence effect in Singapore. In a representative telephone poll of 668 adults conducted in Singapore in September 2000, respondents were asked to indicate how likely they would be to publicly discuss two controversial issues: interracial marriage and equal rights for homosexuals. Based on the assumption that outspokenness is largely a function of a person's psychological predispositions, the proposed model for predicting outspokenness adds a variety of new predictors, such as culturally influenced self-concepts, fear of isolation, fear of authority, and communication apprehension. Other more traditional predictors of outspokenness, such as a person's perception of the opinion climate, media exposure, issue salience, and demographics, were also included in the analysis. The findings provide partial support for the spiral of silence hypothesis. That is, the respondents' perception of the future opinion climate in Singapore interacts with their assessment of how important the issue is in influencing their level of outspokenness. The findings also indicate that outspokenness is associated with respondents' self-concept of interdependence, their fear of becoming socially isolated, their communication apprehension, and their perceived importance of the issue. Media exposure, however, is not associated with outspokenness.","George Washington Univ, Sch Media & Publ Affairs, Washington, DC 20052 USA; Nanyang Technol Univ, Sch Commun & Informat, Singapore 2263, Singapore",George Washington University; Nanyang Technological University & National Institute of Education (NIE) Singapore; Nanyang Technological University,"Willnat, L (corresponding author), George Washington Univ, Sch Media & Publ Affairs, 805 21st St NW, Washington, DC 20052 USA.",lwillnat@gwu.edu,"Detenber, Benjamin H/K-2591-2017","Detenber, Benjamin H/0000-0002-0054-0811",,,,,44,64,67,1,50,OXFORD UNIV PRESS,OXFORD,"GREAT CLARENDON ST, OXFORD OX2 6DP, ENGLAND",0954-2892,1471-6909,,INT J PUBLIC OPIN R,Int. J. Public Opin. Res.,WIN,2002,14,4,,,,,391,412,,10.1093/ijpor/14.4.391,http://dx.doi.org/10.1093/ijpor/14.4.391,,,22,Communication; Political Science,Social Science Citation Index (SSCI),Communication; Government & Law,617ZQ,,,,,6/22/23,WOS:000179391600003,,1,1,gs
J,"STIPP, H; KERR, D",,,,"STIPP, H; KERR, D",,,DETERMINANTS OF PUBLIC-OPINION ABOUT AIDS,PUBLIC OPINION QUARTERLY,,,English,Article,,,,,,,,,,,"STIPP, H (corresponding author), NATL BROADCASTING CO,NEWS AUDIENCE RES,NEW YORK,NY, USA.",,,,,,,,7,59,60,0,1,UNIV CHICAGO PRESS,CHICAGO,"5720 S WOODLAWN AVE, CHICAGO, IL 60637",0033-362X,,,PUBLIC OPIN QUART,Public Opin. Q.,SPR,1989,53,1,,,,,98,106,,10.1086/269143,http://dx.doi.org/10.1086/269143,,,9,"Communication; Political Science; Social Sciences, Interdisciplinary",Social Science Citation Index (SSCI),Communication; Government & Law; Social Sciences - Other Topics,U1416,,,,,6/22/23,WOS:A1989U141600006,,1,1,gs
J,"POLLOCK, PH",,,,"POLLOCK, PH",,,"ISSUES, VALUES, AND CRITICAL MOMENTS - DID JOHNSON,MAGIC TRANSFORM PUBLIC-OPINION ON AIDS",AMERICAN JOURNAL OF POLITICAL SCIENCE,,,English,Article,,,,,,,SYMBOLIC RACISM; POLITICS,"By what process do changes occur in the way issues are perceived and evaluated by ordinary citizens? A number of scholarly accounts share this perspective: intense, value-laden communications, or ''critical moments,'' are of key importance in supplying people with symbolic frames for issues and, thus, in defining or redefining the value bases of issue conflict. Applying this perspective to the case of Earvin (''Magic'') Johnson's announcement that he had contracted the AIDS-causing virus-a critical moment in AIDS opinions fortuitously captured by interrupted time-series data-this analysis finds that heterosexual moral values define a new basis of polarization on AIDS-related policies among post-announcement respondents. Furthermore, an analysis of survey data obtained 10 months after ''Magic'' Johnson's disclosure reveals both persistence of the new value basis and erosion in the importance of moral evaluations of homosexuality, the ''old'' or established value that citizens have referenced in forming opinions about AIDS.",,,"POLLOCK, PH (corresponding author), UNIV CENT FLORIDA,DEPT POLIT SCI,ORLANDO,FL 32816, USA.",,,,,,,,49,38,38,0,12,UNIV TEXAS PRESS,AUSTIN,"BOX 7819, AUSTIN, TX 78713-7819",0092-5853,,,AM J POLIT SCI,Am. J. Polit. Sci.,MAY,1994,38,2,,,,,426,446,,,,,,21,Political Science,Social Science Citation Index (SSCI),Government & Law,NL015,,,,,6/22/23,WOS:A1994NL01500007,,1,2,gs
J,"Detenber, BH; Cenite, M; Ku, MKY; Ong, CPL; Tong, HY; Yeow, MLH",,,,"Detenber, Benjamin H.; Cenite, Mark; Ku, Moses K. Y.; Ong, Carol P. L.; Tong, Hazel Y.; Yeow, Magdalene L. H.",,,Singaporeans' attitudes toward lesbians and gay men and their tolerance of media portrayals of homosexuality,INTERNATIONAL JOURNAL OF PUBLIC OPINION RESEARCH,,,English,Article,,,,,,,RELIGIOUS ORIENTATION; HETEROSEXUALS ATTITUDES; SEX; AUTHORITARIANISM; FUNDAMENTALISM; EXPERIENCES; HOMOPHOBIA; CONTACT; CHINESE; RIGHTS,,"Nanyang Technol Univ, Wee Kim Wee Sch Commun & Informat, Singapore 637718, Singapore",Nanyang Technological University & National Institute of Education (NIE) Singapore; Nanyang Technological University,"Detenber, BH (corresponding author), Nanyang Technol Univ, Wee Kim Wee Sch Commun & Informat, 31 Nanyang Link, Singapore 637718, Singapore.",tdetenber@ntu.edu.sg,"Detenber, Benjamin H/K-2591-2017","Detenber, Benjamin H/0000-0002-0054-0811",,,,,68,55,55,0,25,OXFORD UNIV PRESS,OXFORD,"GREAT CLARENDON ST, OXFORD OX2 6DP, ENGLAND",0954-2892,1471-6909,,INT J PUBLIC OPIN R,Int. J. Public Opin. Res.,FAL,2007,19,3,,,,,367,379,,10.1093/ijpor/edm017,http://dx.doi.org/10.1093/ijpor/edm017,,,13,Communication; Political Science,Social Science Citation Index (SSCI),Communication; Government & Law,218XT,,,,,6/22/23,WOS:000250050000006,,1,1,gs
J,"Brewer, PR",,,,"Brewer, Paul R.",,,Public Opinion About Gay Rights and Gay Marriage,INTERNATIONAL JOURNAL OF PUBLIC OPINION RESEARCH,,,English,Editorial Material,,,,,,,2004 PRESIDENTIAL-ELECTION,,,,,prbrewer@udel.edu,,,,,,,11,34,34,0,28,OXFORD UNIV PRESS,OXFORD,"GREAT CLARENDON ST, OXFORD OX2 6DP, ENGLAND",0954-2892,1471-6909,,INT J PUBLIC OPIN R,Int. J. Public Opin. Res.,FAL,2014,26,3,,,SI,,279,282,,10.1093/ijpor/edu029,http://dx.doi.org/10.1093/ijpor/edu029,,,4,Communication; Political Science,Social Science Citation Index (SSCI),Communication; Government & Law,AP6WW,,Bronze,,,6/22/23,WOS:000342220100001,,30,1,gs
J,"SELTZER, R",,,,"SELTZER, R",,,"AIDS, HOMOSEXUALITY, PUBLIC-OPINION, AND CHANGING CORRELATES OVER TIME",JOURNAL OF HOMOSEXUALITY,,,English,Article,,,,,,,MASS-MEDIA; KNOWLEDGE; AGENDA,"Comparing data from national Los Angeles Times surveys allows for an examination of changes in attitudes toward AIDS in 1985, when the crisis was first coming to public attention, and in 1987, when public opinion had a greater opportunity to stabilize. The primary predictors of public opinion did not change from 1985 to 1987, but there were somewhat less irrational attitudes among most segments of the population by 1987. However, among those who were conservative on the issue of homosexuality, personal concern for AIDS fell and support for repression grew.",,,"SELTZER, R (corresponding author), HOWARD UNIV,DEPT POLIT SCI,WASHINGTON,DC 20059, USA.",,,,,,,,11,16,16,0,2,HAWORTH PRESS INC,BINGHAMTON,"10 ALICE ST, BINGHAMTON, NY 13904-1580",0091-8369,,,J HOMOSEXUAL,J. Homosex.,,1993,26,1,,,,,85,97,,10.1300/J082v26n01_07,http://dx.doi.org/10.1300/J082v26n01_07,,,13,"Psychology, Multidisciplinary; Social Sciences, Interdisciplinary",Social Science Citation Index (SSCI),Psychology; Social Sciences - Other Topics,NJ441,8113607,,,,6/22/23,WOS:A1993NJ44100007,,1,2,gs
J,"Kleiner, TM",,,,"Kleiner, Tuuli-Marja",,,Public opinion polarisation and protest behaviour,EUROPEAN JOURNAL OF POLITICAL RESEARCH,,,English,Article,,,,,,public opinion polarisation; protest behaviour; normative deprivation; subnational regions; Europe,RELATIVE DEPRIVATION; PARTY POLARIZATION; ELITE POLARIZATION; POLITICAL ELITES; PARTICIPATION; ATTITUDES; IDEOLOGY; CULTURE; VALUES; TRUST,"Does an increasing divide in normative notions within a population influence citizens' political protest behaviour? This article explores whether public opinion polarisation stimulates individuals to attend lawful demonstrations. In line with relative deprivation theory, it is argued that in an environment of polarisation, individuals' normative notions are threatened, increasing the probability that they will actively participate in the political decision-making process. Using the European Social Survey from the period 2002-2014 and focusing on subnational regions, multilevel analyses are conducted. Thereby a new index to measure public opinion polarisation is introduced. Depending on the issue, empirical results confirm the effect of polarisation. While average citizens are not motivated to demonstrate over the issue of whether people from other countries are a cultural threat, they are motivated by the issues of reducing inequality and of homosexuality. The article goes on to examine in a second step whether ideological extremism makes individuals more susceptible to environmental opinion polarisation. Findings show that members of the far left are more likely to protest when their social environment is divided over the issue of income inequality. In contrast, members of the far right are motivated by rising polarisation regarding homosexuality. In sum, citizens become mobilised as their beliefs and values are threatened by public opinion polarisation.","[Kleiner, Tuuli-Marja] Univ Hagen, Dept Polit Sci, D-58084 Hagen, Germany",Fern University Hagen,"Kleiner, TM (corresponding author), Univ Hagen, Dept Polit Sci, D-58084 Hagen, Germany.",tuuli-marja.kleiner@fernuni-hagen.de,,"Kleiner, Tuuli-Marja/0000-0002-1158-7332",,,,,85,11,12,5,48,WILEY,HOBOKEN,"111 RIVER ST, HOBOKEN 07030-5774, NJ USA",0304-4130,1475-6765,,EUR J POLIT RES,Eur. J. Polit. Res.,NOV,2018,57,4,,,,,941,962,,10.1111/1475-6765.12260,http://dx.doi.org/10.1111/1475-6765.12260,,,22,Political Science,Social Science Citation Index (SSCI),Government & Law,GV7PR,,,,,6/22/23,WOS:000446321400009,,23,2.95,gs
J,"DEBOER, C",,,,"DEBOER, C",,,POLLS - ATTITUDES TOWARD HOMOSEXUALITY,PUBLIC OPINION QUARTERLY,,,English,Article,,,,,,,,,,,"DEBOER, C (corresponding author), UNIV AMSTERDAM,BASCHWITZ INST COLLECT BEHAV & PUBL OPIN,AMSTERDAM 1004,NETHERLANDS.",,,,,,,,0,18,18,0,2,UNIV CHICAGO PRESS,CHICAGO,"5720 S WOODLAWN AVE, CHICAGO, IL 60637",0033-362X,,,PUBLIC OPIN QUART,Public Opin. Q.,,1978,42,2,,,,,265,276,,,,,,12,"Communication; Political Science; Social Sciences, Interdisciplinary",Social Science Citation Index (SSCI); Science Citation Index Expanded (SCI-EXPANDED),Communication; Government & Law; Social Sciences - Other Topics,FF939,,,,,6/22/23,WOS:A1978FF93900010,,8,2.3,gs
J,"RAYSIDE, D; BOWLER, S",,,,"RAYSIDE, D; BOWLER, S",,,PUBLIC-OPINION AND GAY RIGHTS,CANADIAN REVIEW OF SOCIOLOGY AND ANTHROPOLOGY-REVUE CANADIENNE DE SOCIOLOGIE ET D ANTHROPOLOGIE,,,English,Note,,,,,,,,,,,"RAYSIDE, D (corresponding author), UNIV TORONTO,TORONTO M5S 1A1,ONTARIO,CANADA.",,,,,,,,23,11,11,0,2,CANADIAN SOCIOL ANTHROP ASSN,MONTREAL,"1455 DE MAISONNEUVE BLVD LB-615, MONTREAL PQ H3G 1M8, CANADA",0008-4948,,,CAN REV SOC ANTHROP,Can. Rev. Sociol. Anthropol.-Rev. Can. Sociol. Anthrol.,NOV,1988,25,4,,,,,649,660,,,,,,12,Anthropology; Sociology,Social Science Citation Index (SSCI),Anthropology; Sociology,R0245,,,,,6/22/23,WOS:A1988R024500007,,3,3.67,gs
J,"NORTHCOTT, HC; REUTTER, L",,,,"NORTHCOTT, HC; REUTTER, L",,,PUBLIC-OPINION REGARDING AIDS POLICY - FEAR OF CONTAGION AND ATTITUDE TOWARD HOMOSEXUAL RELATIONSHIPS,CANADIAN JOURNAL OF PUBLIC HEALTH-REVUE CANADIENNE DE SANTE PUBLIQUE,,,English,Article,,,,,,,,,"UNIV ALBERTA,FAC NURSING,EDMONTON T6G 2H4,ALBERTA,CANADA",University of Alberta,"NORTHCOTT, HC (corresponding author), UNIV ALBERTA,DEPT SOCIOL,5TH FLOOR,EDMONTON T6G 2H4,ALBERTA,CANADA.",,,,,,,,14,2,2,0,1,CANADIAN PUBL HEALTH ASSN,OTTAWA,"1565 CARLING AVE, SUITE 400, OTTAWA ON K1Z 8R1, CANADA",0008-4263,,,CAN J PUBLIC HEALTH,Can. J. Public Health-Rev. Can. Sante Publ.,MAR-APR,1991,82,2,,,,,87,91,,,,,,5,"Public, Environmental & Occupational Health",Social Science Citation Index (SSCI),"Public, Environmental & Occupational Health",FK150,2049710,,,,6/22/23,WOS:A1991FK15000004,,1,1,gs
J,"ALSTON, JP",,,,"ALSTON, JP",,,ATTITUDES TOWARD EXTRAMARITAL AND HOMOSEXUAL RELATIONS,JOURNAL FOR THE SCIENTIFIC STUDY OF RELIGION,,,English,Article,,,,,,,,,"TEXAS A&M UNIV,DEPT SOCIOL & ANTHROPOL,COLLEGE STN,TX 77843",Texas A&M University System; Texas A&M University College Station,,,,,,,,,0,25,25,0,1,SOC SCIENTIFIC STUDY RELIGION,WEST LAFAYETTE,"PURDUE UNIVERSITY, 1365 STONE HALL, WEST LAFAYETTE, IN 47907-1365",0021-8294,,,J SCI STUD RELIG,J. Sci. Stud. Relig.,,1974,13,4,,,,,479,481,,10.2307/1384611,http://dx.doi.org/10.2307/1384611,,,3,Sociology; Religion,Social Science Citation Index (SSCI),Sociology; Religion,V5629,,,,,6/22/23,WOS:A1974V562900008,,2,7,gs
J,"Roder, A; Lubbers, M",,,,"Roeder, Antje; Lubbers, Marcel",,,"After migration: Acculturation of attitudes towards homosexuality among Polish immigrants in Germany, Ireland, the Netherlands and the UK",ETHNICITIES,,,English,Article,,,,,,Attitudes; homosexuality; immigrants; Poland; public opinion,EUROPE; 2ND-GENERATION; IDENTIFICATION; HOMONEGATIVITY; ASSIMILATION; DETERMINANTS; INTERPLAY; MIGRANTS; RELIGION; RIGHTS,"Public opinion on homosexuality remains unfavourable in Poland, one of the main sending countries of migrants to Western Europe. This contrasts sharply with public opinion in many of the Western European receiving countries. Using data collected shortly after migration and in a second wave one and a half years later, this contribution investigates the extent to which Polish migrants' anti-gay attitudes change over time. Focusing on four Western European countries (Germany, Ireland, the Netherlands and the UK), it examines factors that act as barriers and facilitators of acculturation. We find that intention to settle permanently and greater social integration in the host country are associated with greater acculturation, while the opposite is the case for religious involvement and negative attitudes about the host society.","[Roeder, Antje] Tech Univ Chemnitz, TU Chemnitz, Inst Soziol, D-09107 Chemnitz, Germany; [Roeder, Antje] Univ Dublin Trinity Coll, Dept Sociol, Dublin 2, Ireland; [Lubbers, Marcel] Radboud Univ Nijmegen, Dept Sociol, NL-6525 ED Nijmegen, Netherlands",Technische Universitat Chemnitz; Trinity College Dublin; Radboud University Nijmegen,"Roder, A (corresponding author), Tech Univ Chemnitz, Empir Sozialforsch, D-09107 Chemnitz, Germany.",antje.roeder@soziologie.tu-chemnitz.de,"Lubbers, Marcel/C-9860-2012","Lubbers, Marcel/0000-0001-6295-6356; Roder, Antje/0000-0003-0378-4739",NORFACE Research Programme on Migration,NORFACE Research Programme on Migration,"The author(s) disclosed receipt of the following financial support for the research, authorship, and/or publication of this article: This work uses data from the international project 'Socio-Cultural Integration Processes of New Immigrants in Europe' (SCIP) that was generously funded by the NORFACE Research Programme on Migration.",,46,12,13,2,32,SAGE PUBLICATIONS LTD,LONDON,"1 OLIVERS YARD, 55 CITY ROAD, LONDON EC1Y 1SP, ENGLAND",1468-7968,1741-2706,,ETHNICITIES,Ethnicities,APR,2016,16,2,,,SI,,261,289,,10.1177/1468796815616153,http://dx.doi.org/10.1177/1468796815616153,,,29,Ethnic Studies,Social Science Citation Index (SSCI),Ethnic Studies,DJ0OG,,,,,6/22/23,WOS:000373903200005,,4,2,gs
